date,city,prectot,t2m,rh2m
2018-10-01,seville,0.2,25.99,46.08
2018-10-02,seville,0.0,24.21,28.91
2018-10-03,seville,0.0,23.26,51.74
2018-10-04,seville,0.0,23.79,48.44
2018-10-05,seville,0.0,23.47,49.0
2018-10-06,seville,0.0,23.55,49.84
2018-10-07,seville,0.01,24.06,48.86
2018-10-08,seville,0.0,21.45,45.37
2018-10-09,seville,0.46,21.19,56.46
2018-10-10,seville,1.33,21.77,70.62
2018-10-11,seville,2.79,21.46,76.69
2018-10-12,seville,0.47,22.93,71.77
2018-10-13,seville,0.0,23.09,59.8
2018-10-14,seville,11.05,17.23,65.07
2018-10-15,seville,14.62,14.72,81.12
2018-10-16,seville,0.78,17.53,72.77
2018-10-17,seville,0.01,18.81,63.91
2018-10-18,seville,17.4,15.08,85.56
2018-10-19,seville,0.86,15.09,70.36
2018-10-20,seville,9.05,15.8,80.39
2018-10-21,seville,12.43,18.43,81.97
2018-10-22,seville,0.82,19.73,73.48
2018-10-23,seville,0.0,19.34,75.93
2018-10-24,seville,0.0,20.34,67.44
2018-10-25,seville,0.0,20.04,61.45
2018-10-26,seville,6.85,17.6,78.64
2018-10-27,seville,0.04,15.6,66.75
2018-10-28,seville,0.62,8.95,64.63
2018-10-29,seville,0.02,9.06,65.17
2018-10-30,seville,27.95,11.81,81.77
2018-10-31,seville,11.44,8.95,87.44
2018-11-01,seville,0.0,10.93,74.63
2018-11-02,seville,0.0,13.35,85.34
2018-11-03,seville,0.0,14.82,72.7
2018-11-04,seville,0.52,13.81,80.02
2018-11-05,seville,8.6,12.38,77.74
2018-11-06,seville,0.01,10.55,84.0
2018-11-07,seville,2.47,14.04,89.78
2018-11-08,seville,14.55,14.04,87.8
2018-11-09,seville,0.0,10.77,79.28
2018-11-10,seville,0.2,13.42,87.96
2018-11-11,seville,1.47,15.47,88.02
2018-11-12,seville,15.81,13.51,92.74
2018-11-13,seville,0.02,15.25,77.87
2018-11-14,seville,0.04,15.38,78.79
2018-11-15,seville,0.1,15.32,77.81
2018-11-16,seville,0.03,15.52,78.57
2018-11-17,seville,0.19,14.52,83.0
2018-11-18,seville,19.75,13.27,92.32
2018-11-19,seville,4.01,12.05,90.18
2018-11-20,seville,7.88,13.29,87.53
2018-11-21,seville,2.11,12.2,87.14
2018-11-22,seville,14.04,11.59,92.8
2018-11-23,seville,2.04,11.2,81.4
2018-11-24,seville,1.86,10.51,83.07
2018-11-25,seville,10.76,14.93,90.33
2018-11-26,seville,0.2,9.9,79.09
2018-11-27,seville,0.0,9.68,77.62
2018-11-28,seville,0.0,10.15,63.42
2018-11-29,seville,0.31,10.43,76.17
2018-11-30,seville,0.95,10.81,82.65
2018-12-01,seville,0.0,9.21,76.03
2018-12-02,seville,0.0,10.83,78.53
2018-12-03,seville,0.0,11.61,75.41
2018-12-04,seville,0.0,14.83,66.77
2018-12-05,seville,0.01,14.15,70.48
2018-12-06,seville,0.0,12.42,80.15
2018-12-07,seville,0.01,11.72,83.32
2018-12-08,seville,0.01,11.09,85.94
2018-12-09,seville,0.01,12.25,77.27
2018-12-10,seville,0.0,13.38,71.35
2018-12-11,seville,0.0,11.68,92.84
2018-12-12,seville,0.01,11.75,87.17
2018-12-13,seville,6.18,11.13,80.29
2018-12-14,seville,0.0,8.35,82.75
2018-12-15,seville,0.0,9.56,85.83
2018-12-16,seville,1.77,9.7,95.94
2018-12-17,seville,0.02,8.45,84.78
2018-12-18,seville,0.83,10.4,90.38
2018-12-19,seville,2.46,11.0,83.61
2018-12-20,seville,0.0,9.32,85.83
2018-12-21,seville,0.01,9.71,80.09
2018-12-22,seville,0.01,10.58,77.31
2018-12-23,seville,0.0,10.69,75.2
2018-12-24,seville,0.01,10.83,68.69
2018-12-25,seville,0.0,9.84,78.32
2018-12-26,seville,0.0,9.41,85.74
2018-12-27,seville,0.0,9.36,76.86
2018-12-28,seville,0.01,9.08,86.21
2018-12-29,seville,0.01,8.49,82.65
2018-12-30,seville,0.02,9.69,79.2
2018-12-31,seville,0.0,9.07,80.39
2019-01-01,seville,0.0,9.84,68.66
2019-01-02,seville,0.0,8.84,72.13
2019-01-03,seville,0.0,8.2,79.1
2019-01-04,seville,0.0,8.1,79.23
2019-01-05,seville,0.0,7.67,67.07
2019-01-06,seville,0.0,7.64,61.56
2019-01-07,seville,0.0,6.45,61.23
2019-01-08,seville,0.0,8.22,70.23
2019-01-09,seville,0.0,8.24,69.67
2019-01-10,seville,0.0,6.63,71.21
2019-01-11,seville,0.0,4.0,59.79
2019-01-12,seville,0.0,5.53,68.55
2019-01-13,seville,0.0,6.7,70.16
2019-01-14,seville,0.0,8.17,67.85
2019-01-15,seville,0.0,8.71,76.57
2019-01-16,seville,0.0,9.48,80.79
2019-01-17,seville,0.0,8.66,81.34
2019-01-18,seville,0.04,6.7,76.48
2019-01-19,seville,8.1,8.43,90.53
2019-01-20,seville,1.21,10.51,80.97
2019-01-21,seville,0.0,7.26,79.18
2019-01-22,seville,0.01,6.7,82.9
2019-01-23,seville,0.01,9.82,85.33
2019-01-24,seville,0.0,11.51,84.44
2019-01-25,seville,0.0,11.49,77.39
2019-01-26,seville,0.0,10.44,69.67
2019-01-27,seville,0.0,8.01,80.79
2019-01-28,seville,0.0,7.96,84.84
2019-01-29,seville,0.06,10.29,85.32
2019-01-30,seville,1.76,11.01,86.01
2019-01-31,seville,6.69,12.66,88.99
2019-02-01,seville,19.0,11.63,78.7
2019-02-02,seville,0.08,7.55,71.68
2019-02-03,seville,0.0,5.37,73.0
2019-02-04,seville,0.0,6.31,65.15
2019-02-05,seville,0.0,9.78,59.73
2019-02-06,seville,0.0,11.4,68.04
2019-02-07,seville,0.0,11.36,66.65
2019-02-08,seville,0.0,9.75,72.33
2019-02-09,seville,0.0,9.22,80.41
2019-02-10,seville,0.0,9.51,85.77
2019-02-11,seville,0.0,12.12,76.23
2019-02-12,seville,0.0,11.2,77.03
2019-02-13,seville,0.0,10.84,79.19
2019-02-14,seville,0.0,10.15,80.18
2019-02-15,seville,0.0,11.31,77.55
2019-02-16,seville,0.0,11.15,76.0
2019-02-17,seville,0.0,10.72,77.19
2019-02-18,seville,0.04,11.22,75.77
2019-02-19,seville,0.12,12.11,67.46
2019-02-20,seville,0.05,11.25,77.98
2019-02-21,seville,0.0,11.02,77.02
2019-02-22,seville,0.0,12.12,69.57
2019-02-23,seville,0.0,12.61,65.91
2019-02-24,seville,0.0,12.36,66.73
2019-02-25,seville,0.0,11.78,77.3
2019-02-26,seville,0.0,11.75,72.93
2019-02-27,seville,0.0,12.25,67.77
2019-02-28,seville,0.0,13.33,61.33
2019-03-01,seville,0.0,13.43,67.09
2019-03-02,seville,0.0,13.51,72.1
2019-03-03,seville,0.0,14.41,68.55
2019-03-04,seville,0.19,13.71,80.74
2019-03-05,seville,1.43,13.85,87.27
2019-03-06,seville,8.78,13.04,79.11
2019-03-07,seville,0.4,10.72,75.25
2019-03-08,seville,0.58,12.87,73.15
2019-03-09,seville,0.0,14.25,58.54
2019-03-10,seville,0.0,15.96,60.52
2019-03-11,seville,0.0,17.07,67.2
2019-03-12,seville,0.0,15.87,69.11
2019-03-13,seville,0.0,13.74,64.31
2019-03-14,seville,0.0,12.99,52.65
2019-03-15,seville,0.0,15.65,54.06
2019-03-16,seville,0.0,15.96,51.73
2019-03-17,seville,0.0,14.72,63.36
2019-03-18,seville,0.0,14.79,68.47
2019-03-19,seville,0.0,13.71,58.42
2019-03-20,seville,0.09,12.24,62.95
2019-03-21,seville,0.01,11.89,61.26
2019-03-22,seville,0.0,12.62,59.58
2019-03-23,seville,0.0,13.76,65.43
2019-03-24,seville,0.01,13.98,67.86
2019-03-25,seville,0.0,15.77,62.29
2019-03-26,seville,0.0,16.29,58.85
2019-03-27,seville,0.0,14.14,51.26
2019-03-28,seville,0.0,12.99,60.8
2019-03-29,seville,0.0,13.45,59.51
2019-03-30,seville,0.38,15.0,66.94
2019-03-31,seville,3.56,15.35,75.29
2019-04-01,seville,5.0,14.76,75.9
2019-04-02,seville,0.0,15.41,67.43
2019-04-03,seville,0.0,15.29,54.1
2019-04-04,seville,0.07,12.3,52.27
2019-04-05,seville,10.67,10.96,72.6
2019-04-06,seville,3.17,10.31,78.42
2019-04-07,seville,6.17,12.35,82.22
2019-04-08,seville,5.73,14.04,80.43
2019-04-09,seville,0.68,12.58,71.17
2019-04-10,seville,0.03,12.95,67.12
2019-04-11,seville,0.0,14.05,61.57
2019-04-12,seville,0.0,15.32,52.06
2019-04-13,seville,0.0,16.65,53.55
2019-04-14,seville,0.0,19.0,65.01
2019-04-15,seville,0.0,18.77,57.38
2019-04-16,seville,0.0,16.93,56.42
2019-04-17,seville,2.37,15.24,72.48
2019-04-18,seville,4.84,13.34,80.88
2019-04-19,seville,1.04,13.89,72.14
2019-04-20,seville,1.59,12.98,78.85
2019-04-21,seville,0.06,15.46,64.36
2019-04-22,seville,0.12,16.73,60.87
2019-04-23,seville,7.18,13.36,65.68
2019-04-24,seville,6.07,14.04,78.23
2019-04-25,seville,3.43,15.27,66.47
2019-04-26,seville,0.0,14.69,60.43
2019-04-27,seville,0.0,18.14,52.44
2019-04-28,seville,0.0,19.26,51.72
2019-04-29,seville,0.0,20.56,49.65
2019-04-30,seville,0.0,21.21,54.66
2019-05-01,seville,0.0,21.7,56.78
2019-05-02,seville,0.02,21.55,51.42
2019-05-03,seville,0.0,20.73,56.63
2019-05-04,seville,0.0,19.52,63.96
2019-05-05,seville,0.0,20.14,62.28
2019-05-06,seville,0.0,19.72,58.01
2019-05-07,seville,0.0,20.18,59.57
2019-05-08,seville,0.17,20.41,62.93
2019-05-09,seville,0.18,20.8,67.58
2019-05-10,seville,0.0,22.45,59.3
2019-05-11,seville,0.0,24.21,49.31
2019-05-12,seville,0.0,24.8,47.23
2019-05-13,seville,0.0,24.67,44.19
2019-05-14,seville,0.0,23.12,43.05
2019-05-15,seville,0.0,25.18,39.81
2019-05-16,seville,0.0,24.26,40.24
2019-05-17,seville,0.0,17.01,44.17
2019-05-18,seville,0.0,17.71,43.7
2019-05-19,seville,0.0,18.91,45.22
2019-05-20,seville,0.0,21.13,42.47
2019-05-21,seville,0.0,21.55,46.29
2019-05-22,seville,0.0,23.18,46.15
2019-05-23,seville,0.0,24.52,40.23
2019-05-24,seville,0.0,24.03,41.52
2019-05-25,seville,0.0,23.5,40.2
2019-05-26,seville,0.0,24.26,42.41
2019-05-27,seville,0.0,26.23,38.49
2019-05-28,seville,0.0,27.44,37.81
2019-05-29,seville,0.0,25.88,32.71
2019-05-30,seville,0.0,23.98,44.89
2019-05-31,seville,0.0,24.63,40.72
2019-06-01,seville,0.0,25.05,39.48
2019-06-02,seville,0.0,26.01,34.2
2019-06-03,seville,0.0,27.11,26.96
2019-06-04,seville,0.0,25.44,39.56
2019-06-05,seville,0.0,20.08,37.43
2019-06-06,seville,0.0,20.45,34.62
2019-06-07,seville,0.09,20.9,37.92
2019-06-08,seville,0.0,23.04,27.18
2019-06-09,seville,0.0,23.51,35.54
2019-06-10,seville,0.0,22.85,37.03
2019-06-11,seville,0.0,22.79,33.15
2019-06-12,seville,0.0,23.39,31.19
2019-06-13,seville,0.0,23.21,41.1
2019-06-14,seville,0.0,21.09,38.97
2019-06-15,seville,0.0,23.13,33.87
2019-06-16,seville,0.0,23.42,28.46
2019-06-17,seville,0.0,23.73,37.07
2019-06-18,seville,0.0,22.22,50.84
2019-06-19,seville,0.01,23.92,53.89
2019-06-20,seville,0.0,24.54,44.29
2019-06-21,seville,0.0,25.33,36.72
2019-06-22,seville,0.0,26.64,34.03
2019-06-23,seville,0.0,26.8,37.85
2019-06-24,seville,0.0,25.33,46.45
2019-06-25,seville,0.0,26.55,43.97
2019-06-26,seville,0.0,26.42,48.98
2019-06-27,seville,0.0,27.53,49.53
2019-06-28,seville,0.0,29.86,36.46
2019-06-29,seville,0.0,30.49,38.14
2019-06-30,seville,0.0,28.27,49.03
2019-07-01,seville,0.01,28.77,40.0
2019-07-02,seville,0.0,27.1,37.48
2019-07-03,seville,0.0,25.08,51.09
2019-07-04,seville,0.0,23.56,52.72
2019-07-05,seville,0.0,25.12,43.95
2019-07-06,seville,0.0,26.16,38.27
2019-07-07,seville,0.0,26.02,40.2
2019-07-08,seville,0.0,24.79,42.11
2019-07-09,seville,0.0,26.26,41.63
2019-07-10,seville,0.0,29.03,33.32
2019-07-11,seville,0.0,30.78,29.68
2019-07-12,seville,0.0,28.57,40.34
2019-07-13,seville,0.0,26.16,50.28
2019-07-14,seville,0.0,28.62,41.89
2019-07-15,seville,0.0,29.69,36.75
2019-07-16,seville,0.0,27.71,40.86
2019-07-17,seville,0.0,26.09,47.84
2019-07-18,seville,0.02,28.77,41.02
2019-07-19,seville,0.04,31.55,32.11
2019-07-20,seville,0.0,32.44,30.74
2019-07-21,seville,0.0,31.89,36.08
2019-07-22,seville,0.0,31.54,41.88
2019-07-23,seville,0.02,31.71,43.0
2019-07-24,seville,0.0,31.86,38.97
2019-07-25,seville,0.0,30.25,38.85
2019-07-26,seville,0.0,27.87,34.88
2019-07-27,seville,0.0,24.96,47.62
2019-07-28,seville,0.0,26.65,46.35
2019-07-29,seville,0.0,28.78,33.41
2019-07-30,seville,0.0,28.73,20.48
2019-07-31,seville,0.0,29.76,31.87
2019-08-01,seville,0.0,29.94,40.57
2019-08-02,seville,0.0,29.84,24.29
2019-08-03,seville,0.0,28.31,34.76
2019-08-04,seville,0.0,28.84,32.84
2019-08-05,seville,0.0,30.02,25.71
2019-08-06,seville,0.0,29.14,29.02
2019-08-07,seville,0.07,28.81,33.91
2019-08-08,seville,0.0,29.76,30.87
2019-08-09,seville,0.0,29.26,45.72
2019-08-10,seville,0.0,29.34,31.72
2019-08-11,seville,0.0,26.68,27.73
2019-08-12,seville,0.0,26.31,24.0
2019-08-13,seville,0.0,28.43,18.87
2019-08-14,seville,0.0,29.38,40.21
2019-08-15,seville,0.0,30.6,31.64
2019-08-16,seville,0.0,31.07,28.71
2019-08-17,seville,0.0,31.54,28.66
2019-08-18,seville,0.0,30.66,27.5
2019-08-19,seville,0.0,29.83,33.34
2019-08-20,seville,0.0,28.64,20.42
2019-08-21,seville,0.0,29.26,42.5
2019-08-22,seville,0.0,29.62,49.8
2019-08-23,seville,0.0,29.51,41.31
2019-08-24,seville,0.0,29.42,38.76
2019-08-25,seville,0.01,28.16,44.54
2019-08-26,seville,1.65,26.42,53.63
2019-08-27,seville,0.04,26.63,52.63
2019-08-28,seville,0.0,29.28,36.82
2019-08-29,seville,0.0,30.08,33.56
2019-08-30,seville,0.0,30.14,33.97
2019-08-31,seville,0.0,30.61,34.52
2019-09-01,seville,0.0,30.47,36.08
2019-09-02,seville,0.0,30.36,35.01
2019-09-03,seville,0.0,30.18,38.56
2019-09-04,seville,0.34,29.79,41.49
2019-09-05,seville,0.19,29.45,38.11
2019-09-06,seville,1.19,28.85,46.27
2019-09-07,seville,0.02,27.57,47.94
2019-09-08,seville,1.3,26.57,47.99
2019-09-09,seville,0.04,27.39,40.39
2019-09-10,seville,0.0,22.78,35.03
2019-09-11,seville,0.05,23.37,38.67
2019-09-12,seville,0.45,23.89,50.27
2019-09-13,seville,2.62,23.75,51.68
2019-09-14,seville,2.6,24.14,62.58
2019-09-15,seville,1.14,25.19,59.19
2019-09-16,seville,0.0,25.09,57.62
2019-09-17,seville,0.0,25.82,49.0
2019-09-18,seville,0.0,24.01,54.26
2019-09-19,seville,0.0,23.99,50.06
2019-09-20,seville,0.03,22.06,64.5
2019-09-21,seville,0.15,21.69,69.03
2019-09-22,seville,1.71,22.5,61.12
2019-09-23,seville,0.0,22.21,43.39
2019-09-24,seville,0.0,24.36,39.25
2019-09-25,seville,0.0,23.62,44.57
2019-09-26,seville,0.0,24.24,37.05
2019-09-27,seville,0.0,24.27,38.74
2019-09-28,seville,0.0,24.59,36.05
2019-09-29,seville,0.0,24.78,40.15
2019-09-30,seville,0.0,24.05,37.12
2019-10-01,seville,0.0,24.09,39.65
2019-10-02,seville,0.0,21.85,41.35
2019-10-03,seville,0.0,22.34,35.51
2019-10-04,seville,0.0,23.14,49.34
2019-10-05,seville,0.0,22.92,46.5
2019-10-06,seville,0.0,23.15,31.46
2019-10-07,seville,0.0,25.7,28.44
2019-10-08,seville,0.0,25.69,41.57
2019-10-09,seville,0.0,24.93,48.54
2019-10-10,seville,0.0,24.5,46.87
2019-10-11,seville,0.0,21.97,60.2
2019-10-12,seville,0.0,24.49,52.5
2019-10-13,seville,0.0,22.89,60.31
2019-10-14,seville,2.26,19.69,66.27
2019-10-15,seville,0.0,15.99,47.97
2019-10-16,seville,0.0,17.38,37.34
2019-10-17,seville,0.02,18.51,52.48
2019-10-18,seville,0.07,19.65,78.21
2019-10-19,seville,9.58,18.59,75.77
2019-10-20,seville,0.74,14.86,67.8
2019-10-21,seville,0.0,14.73,57.38
2019-10-22,seville,0.04,14.62,55.99
2019-10-23,seville,0.86,12.92,68.54
2019-10-24,seville,0.01,14.73,66.54
2019-10-25,seville,0.0,17.48,54.49
2019-10-26,seville,0.0,19.06,50.38
2019-10-27,seville,0.0,18.93,55.6
2019-10-28,seville,0.0,18.75,68.2
2019-10-29,seville,0.01,19.44,68.46
2019-10-30,seville,0.01,19.35,61.23
2019-10-31,seville,0.0,21.18,68.36
2019-11-01,seville,0.29,21.1,73.75
2019-11-02,seville,1.74,19.66,75.8
2019-11-03,seville,0.1,18.62,70.72
2019-11-04,seville,1.01,17.31,75.05
2019-11-05,seville,0.18,14.69,68.81
2019-11-06,seville,0.06,13.37,70.56
2019-11-07,seville,3.42,13.5,71.59
2019-11-08,seville,0.0,10.69,66.37
2019-11-09,seville,0.01,11.12,71.46
2019-11-10,seville,0.01,12.44,69.22
2019-11-11,seville,0.11,13.66,80.14
2019-11-12,seville,0.0,12.56,67.73
2019-11-13,seville,0.28,14.09,78.71
2019-11-14,seville,2.37,10.91,76.78
2019-11-15,seville,0.09,8.92,67.92
2019-11-16,seville,0.0,7.54,66.39
2019-11-17,seville,4.94,9.75,82.41
2019-11-18,seville,1.12,10.64,72.54
2019-11-19,seville,0.0,9.9,62.39
2019-11-20,seville,5.09,8.85,90.44
2019-11-21,seville,18.37,11.69,95.89
2019-11-22,seville,17.28,14.43,92.73
2019-11-23,seville,0.6,11.76,77.48
2019-11-24,seville,0.02,10.15,84.63
2019-11-25,seville,0.72,14.11,91.29
2019-11-26,seville,1.12,14.84,90.08
2019-11-27,seville,0.49,14.08,86.33
2019-11-28,seville,0.02,12.32,83.63
2019-11-29,seville,0.0,13.42,83.07
2019-11-30,seville,0.41,13.44,83.56
2019-12-01,seville,6.22,11.77,88.51
2019-12-02,seville,2.52,11.15,83.45
2019-12-03,seville,0.94,10.94,77.23
2019-12-04,seville,0.33,9.52,77.5
2019-12-05,seville,0.01,9.77,78.66
2019-12-06,seville,0.0,11.11,74.77
2019-12-07,seville,0.0,11.45,73.07
2019-12-08,seville,0.02,11.53,77.87
2019-12-09,seville,0.01,10.86,87.95
2019-12-10,seville,0.0,10.9,66.55
2019-12-11,seville,0.01,9.13,71.9
2019-12-12,seville,0.0,8.69,82.79
2019-12-13,seville,0.02,12.63,85.52
2019-12-14,seville,0.0,10.65,84.9
2019-12-15,seville,0.1,10.79,88.0
2019-12-16,seville,5.38,13.45,83.27
2019-12-17,seville,2.22,10.08,72.76
2019-12-18,seville,1.03,9.91,79.31
2019-12-19,seville,25.19,14.94,92.97
2019-12-20,seville,36.24,16.87,93.64
2019-12-21,seville,3.26,16.34,92.65
2019-12-22,seville,0.01,13.02,88.94
2019-12-23,seville,0.01,11.81,80.56
2019-12-24,seville,0.0,13.94,65.18
2019-12-25,seville,0.0,13.79,58.58
2019-12-26,seville,0.0,13.44,69.07
2019-12-27,seville,0.0,13.15,72.39
2019-12-28,seville,0.0,11.77,77.56
2019-12-29,seville,0.0,10.29,82.95
2019-12-30,seville,0.0,9.7,83.26
2019-12-31,seville,0.0,9.62,83.54
2020-01-01,seville,0.0,9.8,82.94
2020-01-02,seville,0.0,9.65,82.96
2020-01-03,seville,0.0,8.34,87.1
2020-01-04,seville,0.0,7.75,83.52
2020-01-05,seville,0.0,10.06,80.81
2020-01-06,seville,0.0,8.78,80.46
2020-01-07,seville,0.0,9.12,71.45
2020-01-08,seville,0.0,9.45,67.28
2020-01-09,seville,0.0,8.53,83.28
2020-01-10,seville,0.0,8.15,77.71
2020-01-11,seville,0.0,7.85,70.47
2020-01-12,seville,0.0,8.13,72.91
2020-01-13,seville,0.0,7.53,75.8
2020-01-14,seville,0.0,7.99,82.07
2020-01-15,seville,0.0,10.59,86.79
2020-01-16,seville,0.02,10.08,77.12
2020-01-17,seville,0.13,11.98,80.51
2020-01-18,seville,5.44,11.49,91.49
2020-01-19,seville,0.2,10.24,67.75
2020-01-20,seville,0.23,7.39,63.04
2020-01-21,seville,0.8,8.12,78.53
2020-01-22,seville,12.38,8.21,92.45
2020-01-23,seville,10.57,9.97,93.19
2020-01-24,seville,14.07,10.48,93.29
2020-01-25,seville,13.84,9.94,96.05
2020-01-26,seville,0.12,8.5,85.75
2020-01-27,seville,0.0,8.6,87.28
2020-01-28,seville,0.0,11.31,90.52
2020-01-29,seville,0.0,12.32,88.74
2020-01-30,seville,0.01,10.95,88.32
2020-01-31,seville,0.04,12.32,90.05
2020-02-01,seville,0.01,14.39,85.13
2020-02-02,seville,0.0,14.05,78.5
2020-02-03,seville,0.0,14.29,69.02
2020-02-04,seville,0.01,13.8,75.74
2020-02-05,seville,0.0,12.52,78.01
2020-02-06,seville,0.0,11.35,80.79
2020-02-07,seville,0.08,11.66,85.37
2020-02-08,seville,0.13,13.04,85.5
2020-02-09,seville,0.0,13.6,78.26
2020-02-10,seville,0.0,13.85,76.15
2020-02-11,seville,0.0,13.61,84.15
2020-02-12,seville,0.03,12.68,90.26
2020-02-13,seville,0.04,13.43,81.51
2020-02-14,seville,0.01,12.93,75.04
2020-02-15,seville,0.0,13.86,74.75
2020-02-16,seville,0.0,13.39,78.2
2020-02-17,seville,0.01,13.62,81.6
2020-02-18,seville,0.06,14.48,78.21
2020-02-19,seville,0.07,13.61,77.94
2020-02-20,seville,0.0,12.53,75.64
2020-02-21,seville,0.0,13.05,76.61
2020-02-22,seville,0.0,13.19,71.35
2020-02-23,seville,0.0,13.11,64.1
2020-02-24,seville,0.0,13.36,60.23
2020-02-25,seville,0.0,12.87,68.02
2020-02-26,seville,0.0,11.81,73.13
2020-02-27,seville,0.0,11.82,72.04
2020-02-28,seville,0.0,13.06,66.09
2020-02-29,seville,0.31,12.5,84.4
2020-03-01,seville,1.05,13.31,86.63
2020-03-02,seville,1.05,14.72,74.2
2020-03-03,seville,0.0,12.09,82.57
2020-03-04,seville,0.0,13.92,75.37
2020-03-05,seville,0.0,12.82,76.3
2020-03-06,seville,0.0,11.3,71.02
2020-03-07,seville,0.0,11.82,64.61
2020-03-08,seville,0.0,13.26,61.75
2020-03-09,seville,0.0,14.09,65.48
2020-03-10,seville,0.0,17.59,57.34
2020-03-11,seville,0.0,18.85,57.08
2020-03-12,seville,0.0,17.54,58.56
2020-03-13,seville,0.0,16.24,71.37
2020-03-14,seville,0.0,16.71,69.52
2020-03-15,seville,0.09,16.38,69.91
2020-03-16,seville,0.75,10.79,63.28
2020-03-17,seville,3.81,11.69,75.38
2020-03-18,seville,0.43,16.26,68.98
2020-03-19,seville,0.06,14.52,72.05
2020-03-20,seville,13.09,14.46,79.72
2020-03-21,seville,14.86,10.98,86.6
2020-03-22,seville,1.8,11.14,75.73
2020-03-23,seville,2.57,11.52,73.66
2020-03-24,seville,2.65,13.72,72.05
2020-03-25,seville,0.83,13.04,76.38
2020-03-26,seville,0.19,14.42,70.85
2020-03-27,seville,0.02,12.06,70.5
2020-03-28,seville,0.12,12.61,74.64
2020-03-29,seville,0.27,14.28,72.11
2020-03-30,seville,9.65,13.13,82.09
2020-03-31,seville,20.56,14.3,84.18
2020-04-01,seville,2.86,11.66,77.51
2020-04-02,seville,6.48,12.02,75.48
2020-04-03,seville,0.0,13.57,70.93
2020-04-04,seville,0.05,12.73,78.75
2020-04-05,seville,0.21,15.87,76.19
2020-04-06,seville,2.05,16.02,82.98
2020-04-07,seville,0.24,17.28,74.06
2020-04-08,seville,0.0,17.44,70.98
2020-04-09,seville,1.28,16.54,69.96
2020-04-10,seville,1.45,17.18,71.88
2020-04-11,seville,0.12,16.78,64.17
2020-04-12,seville,0.34,17.76,64.15
2020-04-13,seville,1.74,15.32,79.57
2020-04-14,seville,2.78,14.84,76.02
2020-04-15,seville,11.79,15.76,78.57
2020-04-16,seville,0.81,16.39,77.59
2020-04-17,seville,0.05,16.11,77.68
2020-04-18,seville,0.53,17.34,71.52
2020-04-19,seville,0.34,17.61,65.21
2020-04-20,seville,6.73,14.4,76.23
2020-04-21,seville,7.81,13.81,77.18
2020-04-22,seville,0.0,16.69,69.96
2020-04-23,seville,0.0,17.7,68.23
2020-04-24,seville,1.61,18.04,69.61
2020-04-25,seville,4.75,17.13,76.92
2020-04-26,seville,0.27,16.34,69.06
2020-04-27,seville,12.66,13.83,85.42
2020-04-28,seville,0.04,15.69,70.31
2020-04-29,seville,0.02,16.03,67.09
2020-04-30,seville,0.19,17.46,73.75
2020-05-01,seville,0.0,19.99,69.43
2020-05-02,seville,0.0,23.44,63.58
2020-05-03,seville,0.0,25.21,50.51
2020-05-04,seville,0.0,21.87,58.11
2020-05-05,seville,0.04,19.38,60.45
2020-05-06,seville,0.0,20.49,58.27
2020-05-07,seville,0.0,22.16,52.54
2020-05-08,seville,0.0,20.72,57.54
2020-05-09,seville,3.1,17.77,72.98
2020-05-10,seville,3.34,15.98,74.05
2020-05-11,seville,3.36,16.86,75.09
2020-05-12,seville,9.53,14.75,77.82
2020-05-13,seville,9.69,14.86,78.88
2020-05-14,seville,8.57,14.52,78.3
2020-05-15,seville,4.72,16.49,72.24
2020-05-16,seville,2.67,18.21,67.36
2020-05-17,seville,0.62,19.97,63.14
2020-05-18,seville,0.0,22.28,53.77
2020-05-19,seville,0.0,23.9,54.29
2020-05-20,seville,0.0,25.13,54.54
2020-05-21,seville,0.0,25.39,52.61
2020-05-22,seville,0.0,26.43,51.52
2020-05-23,seville,0.0,27.68,48.2
2020-05-24,seville,0.0,26.9,48.2
2020-05-25,seville,0.0,26.02,47.88
2020-05-26,seville,0.0,25.68,48.27
2020-05-27,seville,0.0,25.48,50.91
2020-05-28,seville,0.0,25.55,49.41
2020-05-29,seville,0.0,25.92,48.24
2020-05-30,seville,0.0,25.23,45.5
2020-05-31,seville,0.65,22.99,51.03
2020-06-01,seville,0.0,22.95,59.3
2020-06-02,seville,0.0,22.66,57.86
2020-06-03,seville,0.0,22.94,59.98
2020-06-04,seville,1.03,21.59,66.54
2020-06-05,seville,0.0,22.41,55.54
2020-06-06,seville,0.01,22.41,56.16
2020-06-07,seville,0.08,21.95,56.48
2020-06-08,seville,0.0,20.92,45.64
2020-06-09,seville,0.0,22.8,46.62
2020-06-10,seville,0.0,23.14,48.43
2020-06-11,seville,0.08,20.44,56.4
2020-06-12,seville,0.08,19.08,53.69
2020-06-13,seville,0.0,20.07,51.54
2020-06-14,seville,0.0,21.85,48.84
2020-06-15,seville,0.0,22.81,46.47
2020-06-16,seville,0.0,23.76,47.73
2020-06-17,seville,0.0,23.67,46.05
2020-06-18,seville,0.0,24.08,41.07
2020-06-19,seville,0.0,24.5,43.73
2020-06-20,seville,0.0,26.95,36.24
2020-06-21,seville,0.0,28.8,34.34
2020-06-22,seville,0.0,30.42,29.88
2020-06-23,seville,0.0,30.94,29.9
2020-06-24,seville,0.0,29.61,34.44
2020-06-25,seville,0.0,27.29,44.88
2020-06-26,seville,0.0,26.27,44.93
